S&P 500 Index,"2,648.05",2018-05-01 12:11:43.102609
S&P 500 Index,"2,648.05",2018-05-01 12:21:30.480603
S&P 500 Index,"7,066.27",2018-05-01 12:21:30.480603
S&P 500 Index,"2,648.05",2018-05-01 12:31:51.487351
S&P 500 Index,"2,648.05",2018-05-01 12:31:55.093905
S&P 500 Index,"7,066.27",2018-05-01 12:31:55.093905
NASDAQ Composite Index,"7,058.41",2018-05-01 16:47:56.076637
